trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,recall_test_rt,recall_test_text,key_resp_4.keys,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
0,0,0,0,1,kanvidu,аквариум,kanvidu.wav,свисток,аквариум,конверт,black,green,black,kanvidu = аквариум?,1,abadu,кроссворд,kanvidu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,larantu,компас,larantu.wav,компас,клубок,костыль,green,black,black,larantu = утюг?,0,enveku,микрофон,madide,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,enkontu,мяч,enkontu.wav,терка,гранат,мяч,black,black,green,enkontu = мяч?,1,maviru,костыль,invaltu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,venkere,ведро,venkere.wav,ведро,костюм,костыль,green,black,black,venkere = терка?,0,aderu,маяк,larantu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = хобот?,1,trokele,наперсток,nukene,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,lornitu,копилка,lornitu.wav,копилка,веер,шашлык,green,black,black,lornitu = маяк?,0,favatu,клубок,enkade,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,devinde,мельница,devinde.wav,аквариум,ремень,мельница,black,black,green,devinde = конверт?,0,lornitu,копилка,favatu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,takuru,терка,takuru.wav,качели,терка,домино,black,green,black,takuru = точилка?,0,sulvidu,утюг,tevone,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,8,8,1,adiste,колокол,adiste.wav,микрофон,веер,колокол,black,black,green,adiste = колокол?,1,enkontu,мяч,maviru,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kanvidu,аквариум,kanvidu.wav,свисток,аквариум,конверт,black,green,black,kanvidu = аквариум?,1,abadu,кроссворд,kanvidu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,down,2.87537,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,larantu,компас,larantu.wav,компас,клубок,костыль,green,black,black,larantu = утюг?,0,enveku,микрофон,madide,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,3.136515,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkontu,мяч,enkontu.wav,терка,гранат,мяч,black,black,green,enkontu = мяч?,1,maviru,костыль,invaltu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,venkere,ведро,venkere.wav,ведро,костюм,костыль,green,black,black,venkere = терка?,0,aderu,маяк,larantu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,1.757735,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = хобот?,1,trokele,наперсток,nukene,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,1.42821,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lornitu,копилка,lornitu.wav,копилка,веер,шашлык,green,black,black,lornitu = маяк?,0,favatu,клубок,enkade,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,2.17721,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,devinde,мельница,devinde.wav,аквариум,ремень,мельница,black,black,green,devinde = конверт?,0,lornitu,копилка,favatu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,2.409045,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,takuru,терка,takuru.wav,качели,терка,домино,black,green,black,takuru = точилка?,0,sulvidu,утюг,tevone,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,down,1.427555,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,adiste,колокол,adiste.wav,микрофон,веер,колокол,black,black,green,adiste = колокол?,1,enkontu,мяч,maviru,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,1.208565,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,maviru,костыль,maviru.wav,пальма,кроссворд,костыль,black,black,green,maviru = костыль?,1,invaltu,намордник,mugalu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,2.127225,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kanvidu,аквариум,kanvidu.wav,свисток,аквариум,конверт,black,green,black,kanvidu = аквариум?,1,abadu,кроссворд,kanvidu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""return""]",[4.139430000097491],4.13943,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,larantu,компас,larantu.wav,компас,клубок,костыль,green,black,black,larantu = утюг?,0,enveku,микрофон,madide,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkontu,мяч,enkontu.wav,терка,гранат,мяч,black,black,green,enkontu = мяч?,1,maviru,костыль,invaltu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,venkere,ведро,venkere.wav,ведро,костюм,костыль,green,black,black,venkere = терка?,0,aderu,маяк,larantu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""v"",""e"",""n"",""t"",""e"",""r"",""e"",""return""]","[1.488954999949783,3.2683049999177456,3.4748699999181554,3.798895000014454,4.224904999951832,4.383174999966286,4.490374999935739,4.691519999993034]",4.69152,ventere,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = хобот?,1,trokele,наперсток,nukene,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lornitu,копилка,lornitu.wav,копилка,веер,шашлык,green,black,black,lornitu = маяк?,0,favatu,клубок,enkade,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""d"",""backspace"",""l"",""backspace""]","[3.518350000027567,3.7406049999408424,4.397254999959841,5.870650000055321,6.866550000035204]",7,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,devinde,мельница,devinde.wav,аквариум,ремень,мельница,black,black,green,devinde = конверт?,0,lornitu,копилка,favatu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""v"",""e"",""n"",""k"",""e"",""r"",""e""]","[3.427089999895543,3.6313399999635294,4.0182899999199435,4.848744999966584,4.924099999945611,5.002354999887757,5.157069999957457]",7,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,takuru,терка,takuru.wav,качели,терка,домино,black,green,black,takuru = точилка?,0,sulvidu,утюг,tevone,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""t"",""a"",""n"",""i"",""b"",""u""]","[2.24113999994006,2.509345000027679,2.6991249999264255,3.1683000000193715,3.994345000013709,4.372970000025816]",7,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,adiste,колокол,adiste.wav,микрофон,веер,колокол,black,black,green,adiste = колокол?,1,enkontu,мяч,maviru,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""d"",""i"",""s"",""t"",""e""]","[2.2536700000055134,2.4169899999396876,2.7477399999042973,2.9475000000093132,3.2249299999093637,3.4345399999292567]",7,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,maviru,костыль,maviru.wav,пальма,кроссворд,костыль,black,black,green,maviru = костыль?,1,invaltu,намордник,mugalu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""k"",""o"",""l""]","[5.002475000103004,5.185110000078566,6.4024800000479445]",7,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,0,0,0,1,0:10,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,beskadu,удочка,beskadu.wav,мяч,утюг,удочка,black,black,green,beskadu = удочка?,1,tanibu,хобот,trokele,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,enkade,точилка,enkade.wav,шашлык,свисток,точилка,black,black,green,enkade = наперсток?,0,takuru,терка,sulvidu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,pentave,колбаса,pentave.wav,хобот,колбаса,качели,black,green,black,pentave = колбаса?,1,enkalu,веер,adiste,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,mugalu,свисток,mugalu.wav,пальма,стол,свисток,black,black,green,mugalu = свисток?,1,savere,стрела,sevade,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,pikide,качели,pikide.wav,качели,самолет,пистолет,green,black,black,pikide = стол?,0,dinrase,домино,devinde,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,abadu,кроссворд,abadu.wav,гвоздь,мельница,кроссворд,black,black,green,abadu = домино?,0,kanvidu,аквариум,abadu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,enveku,микрофон,enveku.wav,пальма,стрела,микрофон,black,black,green,enveku = микрофон?,1,madide,флаг,tivere,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,favatu,клубок,favatu.wav,клубок,компас,ведро,green,black,black,favatu = клубок?,1,enkade,точилка,takuru,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,beskadu,удочка,beskadu.wav,мяч,утюг,удочка,black,black,green,beskadu = удочка?,1,tanibu,хобот,trokele,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,2.61698,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkade,точилка,enkade.wav,шашлык,свисток,точилка,black,black,green,enkade = наперсток?,0,takuru,терка,sulvidu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,2.393495,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pentave,колбаса,pentave.wav,хобот,колбаса,качели,black,green,black,pentave = колбаса?,1,enkalu,веер,adiste,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,down,2.51342,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mugalu,свисток,mugalu.wav,пальма,стол,свисток,black,black,green,mugalu = свисток?,1,savere,стрела,sevade,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,2.234925,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pikide,качели,pikide.wav,качели,самолет,пистолет,green,black,black,pikide = стол?,0,dinrase,домино,devinde,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,1.91172,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abadu,кроссворд,abadu.wav,гвоздь,мельница,кроссворд,black,black,green,abadu = домино?,0,kanvidu,аквариум,abadu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,1.496885,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enveku,микрофон,enveku.wav,пальма,стрела,микрофон,black,black,green,enveku = микрофон?,1,madide,флаг,tivere,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,1.62641,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,favatu,клубок,favatu.wav,клубок,компас,ведро,green,black,black,favatu = клубок?,1,enkade,точилка,takuru,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,2.353155,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tivere,шашлык,tivere.wav,стрела,копилка,шашлык,black,black,green,tivere = шашлык?,1,vembare,костюм,kaltane,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,1.952235,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,beskadu,удочка,beskadu.wav,мяч,утюг,удочка,black,black,green,beskadu = удочка?,1,tanibu,хобот,trokele,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkade,точилка,enkade.wav,шашлык,свисток,точилка,black,black,green,enkade = наперсток?,0,takuru,терка,sulvidu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""d"",""r"",""o"",""c"",""h"",""i"",""l"",""k"",""a""]","[2.97199999995064,3.214269999996759,3.3937699999660254,4.159779999987222,4.416349999955855,4.817829999956302,5.048010000027716,5.223349999985658,5.869270000024699]",7,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pentave,колбаса,pentave.wav,хобот,колбаса,качели,black,green,black,pentave = колбаса?,1,enkalu,веер,adiste,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mugalu,свисток,mugalu.wav,пальма,стол,свисток,black,black,green,mugalu = свисток?,1,savere,стрела,sevade,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""i"",""backspace"",""u""]","[5.317769999965094,5.689119999995455,6.416429999982938,6.607805000036024]",7,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pikide,качели,pikide.wav,качели,самолет,пистолет,green,black,black,pikide = стол?,0,dinrase,домино,devinde,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""p"",""i"",""k"",""a"",""d"",""e""]","[2.9205849999561906,3.3759200000204146,3.620714999968186,4.00008499994874,4.21703499997966,4.29495999997016]",7,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abadu,кроссворд,abadu.wav,гвоздь,мельница,кроссворд,black,black,green,abadu = домино?,0,kanvidu,аквариум,abadu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""b"",""a"",""d"",""u""]","[2.160160000086762,3.675084999995306,3.890735000022687,4.092445000074804,4.301380000077188]",7,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enveku,микрофон,enveku.wav,пальма,стрела,микрофон,black,black,green,enveku = микрофон?,1,madide,флаг,tivere,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""v"",""e"",""backspace"",""i"",""backspace"",""e"",""backspace"",""backspace""]","[1.7007750000339001,2.261904999963008,2.480570000014268,3.83816000004299,4.113520000013523,5.486995000042953,5.662159999948926,6.300180000020191,6.442900000023656]",7,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,favatu,клубок,favatu.wav,клубок,компас,ведро,green,black,black,favatu = клубок?,1,enkade,точилка,takuru,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""h"",""u"",""i""]","[4.098710000049323,5.414880000054836,5.599075000034645]",7,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tivere,шашлык,tivere.wav,стрела,копилка,шашлык,black,black,green,tivere = шашлык?,1,vembare,костюм,kaltane,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""t"",""i"",""v"",""e"",""r"",""e""]","[2.653480000095442,2.918294999981299,3.3687100000679493,3.615485000074841,3.8154499999945983,4.027255000080913]",7,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,1,1,1,1,11:20,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,savere,стрела,savere.wav,стрела,колбаса,костюм,green,black,black,savere = шприц?,0,sevade,коридор,feranu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,ovarde,конверт,ovarde.wav,компас,конверт,мяч,black,green,black,ovarde = компас?,0,erfate,гранат,beskadu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,erfate,гранат,erfate.wav,гранат,шашлык,удочка,green,black,black,erfate = гранат?,1,beskadu,удочка,tanibu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,panabu,гвоздь,panabu.wav,гвоздь,клубок,самолет,green,black,black,panabu = гвоздь?,1,akastu,шприц,venkere,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,akastu,шприц,akastu.wav,одуванчик,флаг,шприц,black,black,green,akastu = самолет?,0,venkere,ведро,aderu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,enkalu,веер,enkalu.wav,шприц,веер,костюм,black,green,black,enkalu = веер?,1,adiste,колокол,enkontu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,dinrase,домино,dinrase.wav,домино,стрела,колокол,green,black,black,dinrase = копилка?,0,devinde,мельница,lornitu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,pakanu,пистолет,pakanu.wav,пистолет,микрофон,одуванчик,green,black,black,pakanu = пистолет?,1,panabu,гвоздь,akastu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,savere,стрела,savere.wav,стрела,колбаса,костюм,green,black,black,savere = шприц?,0,sevade,коридор,feranu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,2.14462,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ovarde,конверт,ovarde.wav,компас,конверт,мяч,black,green,black,ovarde = компас?,0,erfate,гранат,beskadu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,down,2.08049,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,erfate,гранат,erfate.wav,гранат,шашлык,удочка,green,black,black,erfate = гранат?,1,beskadu,удочка,tanibu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,1.74562,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,panabu,гвоздь,panabu.wav,гвоздь,клубок,самолет,green,black,black,panabu = гвоздь?,1,akastu,шприц,venkere,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,2.298495,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akastu,шприц,akastu.wav,одуванчик,флаг,шприц,black,black,green,akastu = самолет?,0,venkere,ведро,aderu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,right,1.793715,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkalu,веер,enkalu.wav,шприц,веер,костюм,black,green,black,enkalu = веер?,1,adiste,колокол,enkontu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,down,1.41258,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,dinrase,домино,dinrase.wav,домино,стрела,колокол,green,black,black,dinrase = копилка?,0,devinde,мельница,lornitu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,2.43553,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pakanu,пистолет,pakanu.wav,пистолет,микрофон,одуванчик,green,black,black,pakanu = пистолет?,1,panabu,гвоздь,akastu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,2.194395,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sevade,коридор,sevade.wav,коридор,удочка,роза,green,black,black,sevade = роза?,0,feranu,ремень,pentave,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,left,2.58133,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,savere,стрела,savere.wav,стрела,колбаса,костюм,green,black,black,savere = шприц?,0,sevade,коридор,feranu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ovarde,конверт,ovarde.wav,компас,конверт,мяч,black,green,black,ovarde = компас?,0,erfate,гранат,beskadu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""f"",""u"",""c"",""k""]","[5.782444999902509,6.017729999963194,6.199449999956414,6.35765999997966]",7,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,erfate,гранат,erfate.wav,гранат,шашлык,удочка,green,black,black,erfate = гранат?,1,beskadu,удочка,tanibu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""v"",""e"",""n"",""t"",""r"",""e""]","[2.500694999936968,3.1985599999316037,3.8488199999555945,4.286280000000261,4.557339999941178,4.869814999983646,4.973069999949075]",7,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,panabu,гвоздь,panabu.wav,гвоздь,клубок,самолет,green,black,black,panabu = гвоздь?,1,akastu,шприц,venkere,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""p"",""i"",""k"",""a"",""r"",""d"",""o""]","[4.766159999999218,4.974610000033863,5.179024999961257,5.341140000033192,5.8528849999420345,6.102439999929629,6.251444999943487]",7,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akastu,шприц,akastu.wav,одуванчик,флаг,шприц,black,black,green,akastu = самолет?,0,venkere,ведро,aderu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""k"",""a"",""s"",""t"",""e""]","[1.4859949999954551,2.4049250000389293,2.766954999999143,4.7664199999999255,5.093615000019781,5.272990000084974]",7,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkalu,веер,enkalu.wav,шприц,веер,костюм,black,green,black,enkalu = веер?,1,adiste,колокол,enkontu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""backspace"",""backspace"",""e""]","[2.966149999992922,3.4662699999753386,3.642714999965392,4.635565000004135]",7,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
