trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,recall_test_rt,recall_test_text,key_resp_4.keys,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
,,,,,dinrase,домино,dinrase.wav,домино,стрела,колокол,green,black,black,dinrase = копилка?,0,devinde,мельница,lornitu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.895635,0,27,27,27,1
,,,,,pakanu,пистолет,pakanu.wav,пистолет,микрофон,одуванчик,green,black,black,pakanu = пистолет?,1,panabu,гвоздь,akastu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.470115,0,28,28,28,1
,,,,,sevade,коридор,sevade.wav,коридор,удочка,роза,green,black,black,sevade = роза?,0,feranu,ремень,pentave,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.687145,0,29,29,29,1
,,,,,renape,пальма,renape.wav,пальма,свисток,шприц,green,black,black,renape = пальма?,1,pakanu,пистолет,panabu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.692665,0,30,30,30,1
,,,,,feranu,ремень,feranu.wav,шашлык,маяк,ремень,black,black,green,feranu = ремень?,1,pentave,колбаса,enkalu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.04786,0,31,31,31,1
,,,,,tevone,стол,tevone.wav,намордник,стол,компас,black,green,black,tevone = мельница?,0,senkide,самолет,renape,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.83006,0,32,32,32,1
,,,,,sulvidu,утюг,sulvidu.wav,аквариум,стрела,утюг,black,black,green,sulvidu = коридор?,0,tevone,стол,senkide,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,1
,,,,,trokele,наперсток,trokele.wav,наперсток,коридор,маяк,green,black,black,trokele = стрела?,0,nukene,одуванчик,ovarde,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.06368,0,34,34,34,1
,,,,,senkide,самолет,senkide.wav,самолет,конверт,наперсток,green,black,black,senkide = кроссворд?,0,renape,пальма,pakanu,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.305995,0,35,35,35,1
,,,,,vembare,костюм,vembare.wav,костюм,маяк,гранат,green,black,black,vembare = костюм?,1,kaltane,роза,pikide,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.36442,0,36,36,36,1
,,,,,nukene,одуванчик,nukene.wav,компас,одуванчик,гвоздь,black,green,black,nukene = одуванчик?,1,ovarde,конверт,erfate,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.948135,0,37,37,37,1
,,,,,kaltane,роза,kaltane.wav,мельница,роза,коридор,black,green,black,kaltane = качели?,0,pikide,качели,dinrase,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.96204,0,38,38,38,1
,,,,,aderu,маяк,aderu.wav,маяк,наперсток,клубок,green,black,black,aderu = ведро?,0,larantu,компас,enveku,5,2020-05-13_22h08.41.249,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.25169,0,39,39,39,1
