trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_2.rt,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,key_resp_3.rt,recall_test_rt,recall_test_text,key_resp_4.keys,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
,,,,,,,,,,,,,,,,,,,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,1,1,1,1,11:20,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = коридор?,1,eskife,одуванчик,kovaru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,denrete,свисток,denrete.wav,стол,пальма,свисток,black,black,green,denrete = костыль?,0,pafinu,ремень,morvidu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,tinfetu,микрофон,tinfetu.wav,стрела,микрофон,пальма,black,green,black,tinfetu = колбаса?,0,kasfine,мельница,kankeru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,tekuru,хобот,tekuru.wav,точилка,роза,хобот,black,black,green,tekuru = костюм?,0,tuvene,ведро,akufu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,akete,колбаса,akete.wav,качели,хобот,колбаса,black,black,green,akete = мельница?,0,derartu,самолет,nevetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,avade,флаг,avade.wav,ремень,стрела,флаг,black,black,green,avade = утюг?,0,topeme,терка,reskane,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,kavitu,копилка,kavitu.wav,веер,шашлык,копилка,black,black,green,kavitu = шприц?,0,enkene,коридор,eskife,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,vantimu,пистолет,vantimu.wav,пистолет,одуванчик,микрофон,green,black,black,vantimu = пистолет?,1,makevu,аквариум,akete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = коридор?,1,eskife,одуванчик,kovaru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,left,0,0,0,0,1,2.599305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,denrete,свисток,denrete.wav,стол,пальма,свисток,black,black,green,denrete = костыль?,0,pafinu,ремень,morvidu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,right,0,1,1,1,1,2.84494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tinfetu,микрофон,tinfetu.wav,стрела,микрофон,пальма,black,green,black,tinfetu = колбаса?,0,kasfine,мельница,kankeru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,down,0,2,2,2,1,2.72847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tekuru,хобот,tekuru.wav,точилка,роза,хобот,black,black,green,tekuru = костюм?,0,tuvene,ведро,akufu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,right,0,3,3,3,1,2.132105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akete,колбаса,akete.wav,качели,хобот,колбаса,black,black,green,akete = мельница?,0,derartu,самолет,nevetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,right,0,4,4,4,1,3.453545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,avade,флаг,avade.wav,ремень,стрела,флаг,black,black,green,avade = утюг?,0,topeme,терка,reskane,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,right,0,5,5,5,1,1.552375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kavitu,копилка,kavitu.wav,веер,шашлык,копилка,black,black,green,kavitu = шприц?,0,enkene,коридор,eskife,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,right,0,6,6,6,1,2.219155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vantimu,пистолет,vantimu.wav,пистолет,одуванчик,микрофон,green,black,black,vantimu = пистолет?,1,makevu,аквариум,akete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,left,0,7,7,7,1,2.29551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,morvidu,гранат,morvidu.wav,шашлык,гранат,удочка,black,green,black,morvidu = гранат?,1,avade,флаг,topeme,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,down,0,8,8,8,1,0.505435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = коридор?,1,eskife,одуванчик,kovaru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""n"",""k"",""e"",""n"",""e"",""return""]","[1.0659049999995887,1.2158000000017637,1.4492350000000442,1.6227450000005774,2.5015649999986636,2.6374700000014855,2.805575000002136]",2.805575,enkene,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,denrete,свисток,denrete.wav,стол,пальма,свисток,black,black,green,denrete = костыль?,0,pafinu,ремень,morvidu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""d"",""e"",""n"",""r"",""e"",""t"",""e"",""return""]","[1.1678150000008145,1.6557600000015782,1.9757549999995945,2.343860000000973,2.4716799999987416,2.7762599999987287,2.8398249999991094,3.1037250000009635]",3.103725,denrete,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tinfetu,микрофон,tinfetu.wav,стрела,микрофон,пальма,black,green,black,tinfetu = колбаса?,0,kasfine,мельница,kankeru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""t"",""i"",""n"",""f"",""e"",""r"",""u"",""return""]","[1.6668849999987287,2.0428500000016356,2.6268349999991187,3.210800000000745,3.4107650000006515,3.642759999998816,4.106779999998253,4.323325000001205]",4.323325,tinferu,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tekuru,хобот,tekuru.wav,точилка,роза,хобот,black,black,green,tekuru = костюм?,0,tuvene,ведро,akufu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""t"",""e"",""k"",""u"",""r"",""i"",""return""]","[1.5821549999999434,2.0645450000010896,3.1900950000016337,3.422084999998333,3.6540449999992006,3.9740500000006023,4.093990000001099]",4.09399,tekuri,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akete,колбаса,akete.wav,качели,хобот,колбаса,black,black,green,akete = мельница?,0,derartu,самолет,nevetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""k"",""e"",""r"",""e"",""return""]","[1.4337400000002845,1.730344999999943,2.32099499999822,4.288994999998977,4.3369649999985995,4.449034999997821]",4.449035,akere,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,avade,флаг,avade.wav,ремень,стрела,флаг,black,black,green,avade = утюг?,0,topeme,терка,reskane,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""v"",""a"",""d"",""e"",""return""]","[1.2198300000018207,1.6518200000027718,1.9718749999992724,2.4037500000013097,2.4917500000010477,2.965230000001611]",2.96523,avade,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kavitu,копилка,kavitu.wav,веер,шашлык,копилка,black,black,green,kavitu = шприц?,0,enkene,коридор,eskife,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""k"",""a"",""v"",""i"",""t"",""u"",""return""]","[1.1023749999984602,1.4151750000019092,1.8486750000010943,2.031825000001845,2.2485750000015514,2.4942950000004203,2.774359999999433]",2.77436,kavitu,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vantimu,пистолет,vantimu.wav,пистолет,одуванчик,микрофон,green,black,black,vantimu = пистолет?,1,makevu,аквариум,akete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""v"",""a"",""n"",""t"",""i"",""m"",""e"",""return""]","[1.0182349999994358,1.4987149999977873,1.8896700000004785,2.417604999998616,2.737590000000637,2.9855999999999767,3.12154499999815,3.2496399999980667]",3.24964,vantime,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,morvidu,гранат,morvidu.wav,шашлык,гранат,удочка,black,green,black,morvidu = гранат?,1,avade,флаг,topeme,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""o"",""r"",""v"",""i"",""d"",""u"",""return""]","[0.02013000000079046,0.33207000000038533,0.7241199999989476,1.1560600000011618,1.364460000000804,1.5642850000003818,1.7159849999989092,2.852790000000823]",2.85279,morvidu,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,2,2,2,1,21:30,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,down,0,0,0,0,1,3.343435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,left,0,1,1,1,1,2.61388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,right,0,2,2,2,1,2.17742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,left,0,3,3,3,1,1.494045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,right,0,5,5,5,1,2.375385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,left,0,6,6,6,1,2.385905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,left,0,7,7,7,1,2.788085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mubale,намордник,mubale.wav,намордник,мельница,домино,green,black,black,mubale = намордник?,1,kavitu,копилка,enkene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,left,0,8,8,8,1,3.08874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""k"",""o"",""v"",""e"",""r"",""d"",""e"",""return""]","[1.2361449999989418,1.3235749999985273,1.6195450000013807,1.6915100000005623,1.9715949999989562,2.243539999999598,2.3475199999992356,3.2035199999990027]",3.20352,koverde,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""r"",""a"",""n"",""t"",""a"",""r"",""e"",""return""]","[0.9028800000013462,1.214864999998099,1.5748149999999441,2.0387449999980163,2.0868200000004435,3.5833049999999957,3.8817549999985204,4.2867499999993015]",4.28675,rantare,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""d"",""e"",""f"",""a"",""d"",""u"",""return""]","[0.6654200000012906,1.1472600000015518,1.5921999999991385,1.8972199999989243,2.1137699999999313,2.568139999999289,3.584159999998519]",3.58416,defadu,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""k"",""a"",""s"",""f"",""i"",""n"",""e"",""return""]","[2.01535000000149,2.398744999998371,2.9561399999982996,3.4319499999983236,3.700075000000652,4.198629999998957,4.484045000000947,4.620034999999916]",4.620035,kasfine,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""k"",""a"",""s"",""f"",""i"",""n"",""e"",""return""]","[0.5419000000002825,0.9898549999999204,1.4146049999981187,1.8145850000003065,1.9658100000016248,2.205930000000194,2.349744999999757,2.5257950000014944]",2.525795,kasfine,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""r"",""e"",""s"",""k"",""a"",""n"",""e"",""return""]","[1.5222649999994928,1.8016899999965972,2.148620000000051,2.4819849999986445,2.649604999998701,2.89842499999952,3.0818299999991723,3.315149999998539]",3.31515,reskane,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""k"",""u"",""f"",""u"",""return""]","[1.0922050000008312,1.3561650000011696,2.7881750000015018,3.092725000002247,3.348635000002105,3.7881400000004533]",3.78814,akufu,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""a"",""k"",""e"",""v"",""u"",""return""]","[0.8709649999982503,1.2153399999988324,2.070944999999483,3.050424999997631,3.5429149999981746,3.7269400000005817,4.050674999998478]",4.050675,makevu,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mubale,намордник,mubale.wav,намордник,мельница,домино,green,black,black,mubale = намордник?,1,kavitu,копилка,enkene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""u"",""b"",""a"",""l"",""e"",""return""]","[0.4328249999999798,0.7921599999972386,1.3472799999981362,1.8079999999972642,2.047984999997425,2.2319549999994024,2.746804999998858]",2.746805,mubale,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,derartu,самолет,derartu.wav,наперсток,самолет,конверт,black,green,black,derartu = свисток?,0,nevetu,шашлык,vantimu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,return,20.58428,,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,asamu,шприц,asamu.wav,одуванчик,флаг,шприц,black,black,green,asamu = клубок?,0,vortule,роза,mubale,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,1,1,1,1,1.69848,,,,,,,,,,,,,,,,
,,,,,farimu,конверт,farimu.wav,мяч,конверт,компас,black,green,black,farimu = конверт?,1,ekiste,качели,bokente,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,2,2,2,1,1.320825,,,,,,,,,,,,,,,,
,,,,,vortule,роза,vortule.wav,роза,мельница,коридор,green,black,black,vortule = роза?,1,mubale,намордник,kavitu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,3,3,3,1,0.918975,,,,,,,,,,,,,,,,
,,,,,topeme,терка,topeme.wav,качели,домино,терка,black,black,green,topeme = терка?,1,reskane,стрела,rantare,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,4,4,4,1,1.900005,,,,,,,,,,,,,,,,
,,,,,kavenu,пальма,kavenu.wav,шприц,свисток,пальма,black,black,green,kavenu = домино?,0,limate,удочка,tekuru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,5,5,5,1,1.85991,,,,,,,,,,,,,,,,
,,,,,farantu,точилка,farantu.wav,свисток,точилка,шашлык,black,green,black,farantu = точилка?,1,sankadu,домино,befadu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,6,6,6,1,1.817355,,,,,,,,,,,,,,,,
,,,,,pafinu,ремень,pafinu.wav,ремень,маяк,шашлык,green,black,black,pafinu = ремень?,1,morvidu,гранат,avade,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,7,7,7,1,1.79997,,,,,,,,,,,,,,,,
,,,,,nevetu,шашлык,nevetu.wav,шашлык,копилка,стрела,green,black,black,nevetu = шашлык?,1,vantimu,пистолет,makevu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,8,8,8,1,1.336325,,,,,,,,,,,,,,,,
,,,,,potabu,маяк,potabu.wav,маяк,клубок,наперсток,green,black,black,potabu = маяк?,1,kambipu,колокол,derene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,9,9,9,1,1.686225,,,,,,,,,,,,,,,,
,,,,,felkure,веер,felkure.wav,шприц,веер,костюм,black,green,black,felkure = веер?,1,apokte,костюм,farimu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,10,10,10,1,2.12602,,,,,,,,,,,,,,,,
,,,,,bokente,костыль,bokente.wav,костыль,пальма,кроссворд,green,black,black,bokente = микрофон?,0,farantu,точилка,sankadu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,11,11,11,1,2.122565,,,,,,,,,,,,,,,,
,,,,,eskife,одуванчик,eskife.wav,компас,гвоздь,одуванчик,black,black,green,eskife = одуванчик?,1,kovaru,утюг,tinfetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,12,12,12,1,2.33658,,,,,,,,,,,,,,,,
,,,,,kovaru,утюг,kovaru.wav,аквариум,утюг,стрела,black,green,black,kovaru = мяч?,0,tinfetu,микрофон,kasfine,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,13,13,13,1,1.94232,,,,,,,,,,,,,,,,
,,,,,sankadu,домино,sankadu.wav,стрела,домино,колокол,black,green,black,sankadu = гвоздь?,0,befadu,мяч,kavenu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,14,14,14,1,2.556355,,,,,,,,,,,,,,,,
,,,,,ekiste,качели,ekiste.wav,качели,самолет,пистолет,green,black,black,ekiste = кроссворд?,0,bokente,костыль,farantu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,15,15,15,1,1.886575,,,,,,,,,,,,,,,,
,,,,,apokte,костюм,apokte.wav,маяк,гранат,костюм,black,black,green,apokte = копилка?,0,farimu,конверт,ekiste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,16,16,16,1,2.152065,,,,,,,,,,,,,,,,
,,,,,derene,стол,derene.wav,намордник,компас,стол,black,black,green,derene = самолет?,0,potabu,маяк,kambipu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,17,17,17,1,2.5082,,,,,,,,,,,,,,,,
,,,,,ediste,кроссворд,ediste.wav,гвоздь,мельница,кроссворд,black,black,green,ediste = стол?,0,felkure,веер,apokte,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,18,18,18,1,2.115825,,,,,,,,,,,,,,,,
,,,,,kankeru,компас,kankeru.wav,компас,клубок,костыль,green,black,black,kankeru = компас?,1,ediste,кроссворд,felkure,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,19,19,19,1,2.13154,,,,,,,,,,,,,,,,
,,,,,limate,удочка,limate.wav,удочка,мяч,утюг,green,black,black,limate = удочка?,1,tekuru,хобот,tuvene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,20,20,20,1,2.60534,,,,,,,,,,,,,,,,
,,,,,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = коридор?,1,eskife,одуванчик,kovaru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,21,21,21,1,2.65725,,,,,,,,,,,,,,,,
,,,,,denrete,свисток,denrete.wav,стол,пальма,свисток,black,black,green,denrete = костыль?,0,pafinu,ремень,morvidu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,22,22,22,1,2.6897,,,,,,,,,,,,,,,,
