trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,recall_test_rt,recall_test_text,key_resp_4.keys,key_resp_4.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
,,,,,kambipu,стол,kambipu.wav,стол,компас,намордник,green,black,black,kambipu = кроссворд?,0,potabu,кроссворд,felkure,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.674585,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,limate,хобот,limate.wav,хобот,роза,точилка,green,black,black,limate = хобот?,1,tuvene,компас,ediste,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.507005,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,nevetu,колбаса,nevetu.wav,колбаса,качели,хобот,green,black,black,nevetu = маяк?,0,derartu,стрела,rantare,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.89996,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vortule,намордник,vortule.wav,намордник,мельница,домино,green,black,black,vortule = намордник?,1,kavitu,мельница,kankeru,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.64276,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tekuru,костюм,tekuru.wav,маяк,гранат,костюм,black,black,green,tekuru = мельница?,0,farimu,копилка,enkene,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,1.884445,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kovaru,ведро,kovaru.wav,костыль,ведро,костюм,black,green,black,kovaru = ремень?,0,akufu,маяк,kambipu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,down,1.649815,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,asamu,самолет,asamu.wav,конверт,наперсток,самолет,black,black,green,asamu = самолет?,1,nevetu,колбаса,derartu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,1.4366,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rantare,флаг,rantare.wav,флаг,стрела,ремень,green,black,black,rantare = флаг?,1,topeme,наперсток,koderde,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.9238,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kavenu,домино,kavenu.wav,стрела,колокол,домино,black,black,green,kavenu = стол?,0,befadu,удочка,tekuru,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,1.841035,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,morvidu,точилка,morvidu.wav,шашлык,точилка,свисток,black,green,black,morvidu = точилка?,1,sankadu,качели,bokente,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""o"",""r"",""v"",""i"",""d"",""u"",""return""]","[1.863550000000032,2.1016200000000254,2.7177950000000237,2.9658749999999827,3.189184999999952,3.717610000000036,4.053649999999948,4.901659999999993]",4.90166,morvidu,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kambipu,стол,kambipu.wav,стол,компас,намордник,green,black,black,kambipu = кроссворд?,0,potabu,кроссворд,felkure,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,limate,хобот,limate.wav,хобот,роза,точилка,green,black,black,limate = хобот?,1,tuvene,компас,ediste,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""l"",""i"",""m"",""a"",""t"",""e"",""return""]","[1.3501750000000357,1.5651850000000422,2.2360400000000027,2.3889050000000225,2.7090400000000727,3.005085000000008,3.381444999999985]",3.381445,limate,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,nevetu,колбаса,nevetu.wav,колбаса,качели,хобот,green,black,black,nevetu = маяк?,0,derartu,стрела,rantare,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""n"",""e"",""v"",""e"",""t"",""u"",""return""]","[1.374249999999961,1.5105899999999792,1.7664200000000392,1.950604999999996,2.1603000000000065,2.479559999999992,3.0154850000000124]",3.015485,nevetu,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vortule,намордник,vortule.wav,намордник,мельница,домино,green,black,black,vortule = намордник?,1,kavitu,мельница,kankeru,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""v"",""o"",""r"",""t"",""a"",""l"",""e"",""return""]","[2.12982999999997,2.4959400000000187,2.962229999999977,3.448009999999954,3.615949999999998,3.913289999999961,4.072040000000015,4.54538500000001]",4.545385,vortale,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tekuru,костюм,tekuru.wav,маяк,гранат,костюм,black,black,green,tekuru = мельница?,0,farimu,копилка,enkene,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""r"",""e"",""v"",""e"",""t"",""backspace"",""r"",""t"",""e"",""return""]","[4.330929999999967,4.49726499999997,4.715124999999944,4.898754999999937,5.12230999999997,5.520869999999945,5.683120000000031,5.818239999999946,6.002375000000029,6.370980000000031]",6.37098,reverte,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kovaru,ведро,kovaru.wav,костыль,ведро,костюм,black,green,black,kovaru = ремень?,0,akufu,маяк,kambipu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""k""]",[6.126620000000003],7,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,asamu,самолет,asamu.wav,конверт,наперсток,самолет,black,black,green,asamu = самолет?,1,nevetu,колбаса,derartu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""s"",""a"",""m"",""e"",""return""]","[0.9690549999999121,1.1857599999999593,1.3492299999999204,2.69862999999998,3.0497649999999794,3.472494999999981]",3.472495,asame,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rantare,флаг,rantare.wav,флаг,стрела,ремень,green,black,black,rantare = флаг?,1,topeme,наперсток,koderde,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""r"",""a"",""n"",""t"",""r"",""e"",""backspace"",""e"",""r"",""a""]","[1.3329599999999573,1.6128099999999677,1.8684650000000147,2.2842999999999165,2.5172599999999647,2.524090000000001,3.042934999999943,3.492484999999988,3.68324999999993,3.981694999999945]",7,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kavenu,домино,kavenu.wav,стрела,колокол,домино,black,black,green,kavenu = стол?,0,befadu,удочка,tekuru,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""k"",""a"",""v"",""e"",""n"",""u"",""return""]","[2.7433500000000777,2.839330000000018,3.223455000000058,3.4719900000000052,3.9993200000000115,4.272020000000111,4.647805000000091]",4.647805,kavenu,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,0,0,0,1,0:10,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,apokte,пальма,apokte.wav,шприц,свисток,пальма,black,black,green,apokte = пальма?,1,limate,хобот,tuvene,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,eskife,роза,eskife.wav,мельница,коридор,роза,black,black,green,eskife = роза?,1,mubale,шашлык,vantimu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,mubale,шашлык,mubale.wav,шашлык,стрела,копилка,green,black,black,mubale = шашлык?,1,vantimu,костыль,farantu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,makevu,утюг,makevu.wav,утюг,аквариум,стрела,green,black,black,makevu = свисток?,0,tinfetu,аквариум,akete,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = колокол?,0,eskife,роза,mubale,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,ekiste,веер,ekiste.wav,веер,шприц,костюм,green,black,black,ekiste = микрофон?,0,apokte,пальма,limate,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,potabu,кроссворд,potabu.wav,кроссворд,гвоздь,мельница,green,black,black,potabu = пистолет?,0,felkure,конверт,ekiste,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,derene,мяч,derene.wav,терка,гранат,мяч,black,black,green,derene = колбаса?,0,kavenu,домино,befadu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,apokte,пальма,apokte.wav,шприц,свисток,пальма,black,black,green,apokte = пальма?,1,limate,хобот,tuvene,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,2.41778,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,eskife,роза,eskife.wav,мельница,коридор,роза,black,black,green,eskife = роза?,1,mubale,шашлык,vantimu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,1.458875,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mubale,шашлык,mubale.wav,шашлык,стрела,копилка,green,black,black,mubale = шашлык?,1,vantimu,костыль,farantu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.931835,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,makevu,утюг,makevu.wav,утюг,аквариум,стрела,green,black,black,makevu = свисток?,0,tinfetu,аквариум,akete,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.72801,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = колокол?,0,eskife,роза,mubale,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,2.097155,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ekiste,веер,ekiste.wav,веер,шприц,костюм,green,black,black,ekiste = микрофон?,0,apokte,пальма,limate,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.331735,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,potabu,кроссворд,potabu.wav,кроссворд,гвоздь,мельница,green,black,black,potabu = пистолет?,0,felkure,конверт,ekiste,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.62723,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,derene,мяч,derene.wav,терка,гранат,мяч,black,black,green,derene = колбаса?,0,kavenu,домино,befadu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,denrete,гвоздь,denrete.wav,самолет,клубок,гвоздь,black,black,green,denrete = гвоздь?,1,asamu,самолет,nevetu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,1.270945,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,apokte,пальма,apokte.wav,шприц,свисток,пальма,black,black,green,apokte = пальма?,1,limate,хобот,tuvene,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""p"",""o"",""k"",""t"",""e"",""return""]","[1.8803500000000213,2.398680000000013,2.749565000000075,3.755045000000109,4.150655000000029,4.281575000000089,4.622585000000072]",4.622585,apokte,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,eskife,роза,eskife.wav,мельница,коридор,роза,black,black,green,eskife = роза?,1,mubale,шашлык,vantimu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""s"",""k"",""i"",""f"",""e"",""return""]","[3.969500000000039,4.4494849999999815,5.136415000000056,5.330010000000016,5.937019999999961,6.081014999999979,6.296834999999987]",6.296835,eskife,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mubale,шашлык,mubale.wav,шашлык,стрела,копилка,green,black,black,mubale = шашлык?,1,vantimu,костыль,farantu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""u"",""b"",""a"",""l"",""e"",""return""]","[1.307875000000081,1.931925000000092,2.283975000000055,2.4462050000000772,2.6358600000000934,2.798180000000002,3.1557750000001192]",3.155775,mubale,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,makevu,утюг,makevu.wav,утюг,аквариум,стрела,green,black,black,makevu = свисток?,0,tinfetu,аквариум,akete,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""a"",""k"",""e"",""b"",""e"",""return""]","[2.2327099999999973,2.4395000000000664,3.1755000000000564,3.4318850000000793,4.255490000000009,4.439405000000079,4.887474999999995]",4.887475,makebe,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = колокол?,0,eskife,роза,mubale,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""n"",""r"",""e"",""t"",""e"",""backspace"",""backspace""]","[1.7519449999999779,2.9507600000000593,3.1681499999999687,3.3359850000000506,3.561900000000037,3.7524700000000166,4.318110000000047,4.463335000000029]",7,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ekiste,веер,ekiste.wav,веер,шприц,костюм,green,black,black,ekiste = микрофон?,0,apokte,пальма,limate,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""k"",""i"",""s"",""t"",""e"",""return""]","[4.317129999999906,4.925064999999904,5.1205549999999675,5.285119999999893,5.532944999999927,5.693634999999972,5.813864999999964]",5.813865,ekiste,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,potabu,кроссворд,potabu.wav,кроссворд,гвоздь,мельница,green,black,black,potabu = пистолет?,0,felkure,конверт,ekiste,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""p"",""o"",""t"",""a"",""b"",""u"",""return""]","[1.344310000000064,1.5426200000000563,2.0795550000000276,2.215065000000095,2.7025650000000496,2.9995600000000877,3.366565000000037]",3.366565,potabu,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,derene,мяч,derene.wav,терка,гранат,мяч,black,black,green,derene = колбаса?,0,kavenu,домино,befadu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""d"",""e"",""r"",""e"",""n"",""e"",""return""]","[1.7338050000000749,1.8823650000000498,2.0568550000000414,2.2020899999999983,2.3801300000000083,2.4822050000000218,2.81795000000011]",2.81795,derene,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,denrete,гвоздь,denrete.wav,самолет,клубок,гвоздь,black,black,green,denrete = гвоздь?,1,asamu,самолет,nevetu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,"[""d"",""e"",""r"",""e"",""t"",""n"",""backspace"",""backspace"",""n"",""t"",""e"",""return""]","[1.460610000000031,1.6280950000000303,1.8360999999999876,1.9805300000000443,2.5241150000000516,2.708274999999958,3.1626449999999977,3.2822099999999637,3.6135450000000446,3.803959999999961,3.9974200000000337,4.267994999999985]",4.267995,derente,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,1,1,1,1,11:20,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,kankeru,колокол,kankeru.wav,колокол,веер,микрофон,green,black,black,kankeru = костюм?,0,derene,мяч,kavenu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,kasfine,клубок,kasfine.wav,компас,ведро,клубок,black,black,green,kasfine = клубок?,1,denrete,гвоздь,asamu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,akufu,маяк,akufu.wav,маяк,наперсток,клубок,green,black,black,akufu = гранат?,0,kambipu,стол,potabu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,tuvene,компас,tuvene.wav,компас,клубок,костыль,green,black,black,tuvene = компас?,1,ediste,гранат,avade,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,tinfetu,аквариум,tinfetu.wav,свисток,аквариум,конверт,black,green,black,tinfetu = аквариум?,1,akete,ремень,morvidu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,sankadu,качели,sankadu.wav,самолет,качели,пистолет,black,green,black,sankadu = качели?,1,bokente,одуванчик,kovaru,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,vantimu,костыль,vantimu.wav,костыль,пальма,кроссворд,green,black,black,vantimu = костыль?,1,farantu,пистолет,makevu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,derartu,стрела,derartu.wav,костюм,стрела,колбаса,black,green,black,derartu = стрела?,1,rantare,флаг,topeme,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kankeru,колокол,kankeru.wav,колокол,веер,микрофон,green,black,black,kankeru = костюм?,0,derene,мяч,kavenu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.182125,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kasfine,клубок,kasfine.wav,компас,ведро,клубок,black,black,green,kasfine = клубок?,1,denrete,гвоздь,asamu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,2.39681,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akufu,маяк,akufu.wav,маяк,наперсток,клубок,green,black,black,akufu = гранат?,0,kambipu,стол,potabu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.742225,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tuvene,компас,tuvene.wav,компас,клубок,костыль,green,black,black,tuvene = компас?,1,ediste,гранат,avade,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,1.545985,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tinfetu,аквариум,tinfetu.wav,свисток,аквариум,конверт,black,green,black,tinfetu = аквариум?,1,akete,ремень,morvidu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,down,2.23671,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sankadu,качели,sankadu.wav,самолет,качели,пистолет,black,green,black,sankadu = качели?,1,bokente,одуванчик,kovaru,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,down,1.58276,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vantimu,костыль,vantimu.wav,костыль,пальма,кроссворд,green,black,black,vantimu = костыль?,1,farantu,пистолет,makevu,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,left,2.80893,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,derartu,стрела,derartu.wav,костюм,стрела,колбаса,black,green,black,derartu = стрела?,1,rantare,флаг,topeme,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,down,1.94259,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,reskane,свисток,reskane.wav,пальма,стол,свисток,black,black,green,reskane = ведро?,0,pafinu,терка,reskane,2,2020-05-13_17h48.34.163,words,2020.1.2,Win32,60,right,2.245025,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
