trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,key_resp_3.rt,recall_test_rt,recall_test_text,key_resp_4.keys,key_resp_4.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_5.keys,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.rt
,,,,,akete,колбаса,akete.wav,качели,хобот,колбаса,black,black,green,akete = мельница?,0,derartu,самолет,nevetu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[0.6792149999528192,1.572844999958761]",1.572845, ,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,avade,флаг,avade.wav,ремень,стрела,флаг,black,black,green,avade = утюг?,0,topeme,терка,reskane,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[0.8463149999734014,1.5136949999723583]",1.513695, ,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kavitu,копилка,kavitu.wav,веер,шашлык,копилка,black,black,green,kavitu = шприц?,0,enkene,коридор,eskife,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[1.755524999985937,2.740304999984801]",2.740305, ,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vantimu,пистолет,vantimu.wav,пистолет,одуванчик,микрофон,green,black,black,vantimu = пистолет?,1,makevu,аквариум,akete,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[0.6597799999872223,1.248879999970086]",1.24888, ,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,morvidu,гранат,morvidu.wav,шашлык,гранат,удочка,black,green,black,morvidu = гранат?,1,avade,флаг,topeme,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""return""]",[1.5859000000054948],1.5859,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,2,2,2,1,21:30,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,right,2.9267,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,left,2.395805,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,right,2.74743,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,left,2.93438,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,down,2.21047,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,right,1.892555,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,left,1.714,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mubale,намордник,mubale.wav,намордник,мельница,домино,green,black,black,mubale = намордник?,1,kavitu,копилка,enkene,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,left,2.825525,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[1.1962599999969825,1.3408150000032037]",1.340815, ,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[0.938060000014957,1.0963900000206195]",1.09639, ,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[0.9374299999908544,1.3169249999918975]",1.316925, ,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[2.3298000000067987,2.747700000007171]",2.7477, ,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[1.468285000009928,2.210239999985788]",2.21024, ,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[1.111670000012964,1.2352299999911338]",1.23523, ,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[0.46886999998241663,1.4908399999840185]",1.49084, ,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,"[""space"",""return""]","[0.6118700000224635,1.1070499999914318]",1.10705, ,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mubale,намордник,mubale.wav,намордник,мельница,домино,green,black,black,mubale = намордник?,1,kavitu,копилка,enkene,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,7,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,derartu,самолет,derartu.wav,наперсток,самолет,конверт,black,green,black,derartu = свисток?,0,nevetu,шашлык,vantimu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,return,114.888005,,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,asamu,шприц,asamu.wav,одуванчик,флаг,шприц,black,black,green,asamu = клубок?,0,vortule,роза,mubale,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,1,1,1,1,1.585855,,,,,,,,,,,,,,,,
,,,,,farimu,конверт,farimu.wav,мяч,конверт,компас,black,green,black,farimu = конверт?,1,ekiste,качели,bokente,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,2,2,2,1,1.164125,,,,,,,,,,,,,,,,
,,,,,vortule,роза,vortule.wav,роза,мельница,коридор,green,black,black,vortule = роза?,1,mubale,намордник,kavitu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,3,3,3,1,1.011095,,,,,,,,,,,,,,,,
,,,,,topeme,терка,topeme.wav,качели,домино,терка,black,black,green,topeme = терка?,1,reskane,стрела,rantare,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,4,4,4,1,1.149405,,,,,,,,,,,,,,,,
,,,,,kavenu,пальма,kavenu.wav,шприц,свисток,пальма,black,black,green,kavenu = домино?,0,limate,удочка,tekuru,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,5,5,5,1,1.087245,,,,,,,,,,,,,,,,
,,,,,farantu,точилка,farantu.wav,свисток,точилка,шашлык,black,green,black,farantu = точилка?,1,sankadu,домино,befadu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,6,6,6,1,0.964105,,,,,,,,,,,,,,,,
,,,,,pafinu,ремень,pafinu.wav,ремень,маяк,шашлык,green,black,black,pafinu = ремень?,1,morvidu,гранат,avade,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,7,7,7,1,1.12255,,,,,,,,,,,,,,,,
,,,,,nevetu,шашлык,nevetu.wav,шашлык,копилка,стрела,green,black,black,nevetu = шашлык?,1,vantimu,пистолет,makevu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,8,8,8,1,0.89489,,,,,,,,,,,,,,,,
,,,,,potabu,маяк,potabu.wav,маяк,клубок,наперсток,green,black,black,potabu = маяк?,1,kambipu,колокол,derene,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,9,9,9,1,0.76613,,,,,,,,,,,,,,,,
,,,,,felkure,веер,felkure.wav,шприц,веер,костюм,black,green,black,felkure = веер?,1,apokte,костюм,farimu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,10,10,10,1,0.811215,,,,,,,,,,,,,,,,
,,,,,bokente,костыль,bokente.wav,костыль,пальма,кроссворд,green,black,black,bokente = микрофон?,0,farantu,точилка,sankadu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,11,11,11,1,1.028225,,,,,,,,,,,,,,,,
,,,,,eskife,одуванчик,eskife.wav,компас,гвоздь,одуванчик,black,black,green,eskife = одуванчик?,1,kovaru,утюг,tinfetu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,12,12,12,1,1.31968,,,,,,,,,,,,,,,,
,,,,,kovaru,утюг,kovaru.wav,аквариум,утюг,стрела,black,green,black,kovaru = мяч?,0,tinfetu,микрофон,kasfine,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,13,13,13,1,1.161655,,,,,,,,,,,,,,,,
,,,,,sankadu,домино,sankadu.wav,стрела,домино,колокол,black,green,black,sankadu = гвоздь?,0,befadu,мяч,kavenu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,14,14,14,1,0.945595,,,,,,,,,,,,,,,,
,,,,,ekiste,качели,ekiste.wav,качели,самолет,пистолет,green,black,black,ekiste = кроссворд?,0,bokente,костыль,farantu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,15,15,15,1,0.862905,,,,,,,,,,,,,,,,
,,,,,apokte,костюм,apokte.wav,маяк,гранат,костюм,black,black,green,apokte = копилка?,0,farimu,конверт,ekiste,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,16,16,16,1,1.927435,,,,,,,,,,,,,,,,
,,,,,derene,стол,derene.wav,намордник,компас,стол,black,black,green,derene = самолет?,0,potabu,маяк,kambipu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,17,17,17,1,1.52305,,,,,,,,,,,,,,,,
,,,,,ediste,кроссворд,ediste.wav,гвоздь,мельница,кроссворд,black,black,green,ediste = стол?,0,felkure,веер,apokte,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,18,18,18,1,1.144215,,,,,,,,,,,,,,,,
,,,,,kankeru,компас,kankeru.wav,компас,клубок,костыль,green,black,black,kankeru = компас?,1,ediste,кроссворд,felkure,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,19,19,19,1,0.864645,,,,,,,,,,,,,,,,
,,,,,limate,удочка,limate.wav,удочка,мяч,утюг,green,black,black,limate = удочка?,1,tekuru,хобот,tuvene,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,20,20,20,1,0.60339,,,,,,,,,,,,,,,,
,,,,,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = коридор?,1,eskife,одуванчик,kovaru,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,21,21,21,1,0.975845,,,,,,,,,,,,,,,,
,,,,,denrete,свисток,denrete.wav,стол,пальма,свисток,black,black,green,denrete = костыль?,0,pafinu,ремень,morvidu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,22,22,22,1,0.57877,,,,,,,,,,,,,,,,
,,,,,tinfetu,микрофон,tinfetu.wav,стрела,микрофон,пальма,black,green,black,tinfetu = колбаса?,0,kasfine,мельница,kankeru,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,23,23,23,1,0.663135,,,,,,,,,,,,,,,,
,,,,,tekuru,хобот,tekuru.wav,точилка,роза,хобот,black,black,green,tekuru = костюм?,0,tuvene,ведро,akufu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,24,24,24,1,0.79916,,,,,,,,,,,,,,,,
,,,,,akete,колбаса,akete.wav,качели,хобот,колбаса,black,black,green,akete = мельница?,0,derartu,самолет,nevetu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,25,25,25,1,0.81707,,,,,,,,,,,,,,,,
,,,,,avade,флаг,avade.wav,ремень,стрела,флаг,black,black,green,avade = утюг?,0,topeme,терка,reskane,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,26,26,26,1,0.562165,,,,,,,,,,,,,,,,
,,,,,kavitu,копилка,kavitu.wav,веер,шашлык,копилка,black,black,green,kavitu = шприц?,0,enkene,коридор,eskife,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,27,27,27,1,0.97837,,,,,,,,,,,,,,,,
,,,,,vantimu,пистолет,vantimu.wav,пистолет,одуванчик,микрофон,green,black,black,vantimu = пистолет?,1,makevu,аквариум,akete,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,28,28,28,1,0.870485,,,,,,,,,,,,,,,,
,,,,,morvidu,гранат,morvidu.wav,шашлык,гранат,удочка,black,green,black,morvidu = гранат?,1,avade,флаг,topeme,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,29,29,29,1,0.783335,,,,,,,,,,,,,,,,
,,,,,kambipu,колокол,kambipu.wav,колокол,веер,микрофон,green,black,black,kambipu = колокол?,1,derene,стол,potabu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,30,30,30,1,0.537685,,,,,,,,,,,,,,,,
,,,,,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,31,31,31,1,0.667585,,,,,,,,,,,,,,,,
,,,,,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,32,32,32,1,0.677965,,,,,,,,,,,,,,,,
,,,,,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,33,33,33,1,0.78291,,,,,,,,,,,,,,,,
,,,,,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,34,34,34,1,0.84876,,,,,,,,,,,,,,,,
,,,,,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,35,35,35,1,0.78183,,,,,,,,,,,,,,,,
,,,,,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,36,36,36,1,1.12765,,,,,,,,,,,,,,,,
,,,,,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,37,37,37,1,0.794975,,,,,,,,,,,,,,,,
,,,,,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,38,38,38,1,0.962845,,,,,,,,,,,,,,,,
,,,,,mubale,намордник,mubale.wav,намордник,мельница,домино,green,black,black,mubale = намордник?,1,kavitu,копилка,enkene,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,39,39,39,1,0.562385,,,,,,,,,,,,,,,,
,,,,,derartu,самолет,derartu.wav,наперсток,самолет,конверт,black,green,black,derartu = свисток?,0,nevetu,шашлык,vantimu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68276,teene,"[""t"",""e"",""bracketleft"",""e"",""n"",""e"",""return""]","[3.221269999979995,3.3434249999700114,4.524709999968763,4.959224999998696,5.357004999998026,5.467904999968596,5.682759999996051]",0,0,0,0,1,,,,,,,
,,,,,asamu,шприц,asamu.wav,одуванчик,флаг,шприц,black,black,green,asamu = клубок?,0,vortule,роза,mubale,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"[""a"",""f"",""e"",""r"",""u"",""left"",""a"",""backspace""]","[1.942269999999553,2.617980000039097,2.8558450000127777,3.07189500000095,3.582140000013169,4.793999999994412,5.718880000000354,6.756855000043288]",0,1,1,1,1,,,,,,,
,,,,,farimu,конверт,farimu.wav,мяч,конверт,компас,black,green,black,farimu = конверт?,1,ekiste,качели,bokente,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9042,,"[""space"",""return""]","[2.7723450000048615,2.9041999999899417]",0,2,2,2,1,,,,,,,
,,,,,vortule,роза,vortule.wav,роза,мельница,коридор,green,black,black,vortule = роза?,1,mubale,намордник,kavitu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66185,,"[""space"",""return""]","[0.5895800000289455,0.6618499999749474]",0,3,3,3,1,,,,,,,
,,,,,topeme,терка,topeme.wav,качели,домино,терка,black,black,green,topeme = терка?,1,reskane,стрела,rantare,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552325,,"[""space"",""return""]","[0.4855799999786541,0.5523249999969266]",0,4,4,4,1,,,,,,,
,,,,,kavenu,пальма,kavenu.wav,шприц,свисток,пальма,black,black,green,kavenu = домино?,0,limate,удочка,tekuru,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592705,,"[""space"",""return""]","[0.5323050000006333,0.592705000017304]",0,5,5,5,1,,,,,,,
,,,,,farantu,точилка,farantu.wav,свисток,точилка,шашлык,black,green,black,farantu = точилка?,1,sankadu,домино,befadu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48901,,"[""space"",""return""]","[0.4493549999897368,0.4890099999611266]",0,6,6,6,1,,,,,,,
,,,,,pafinu,ремень,pafinu.wav,ремень,маяк,шашлык,green,black,black,pafinu = ремень?,1,morvidu,гранат,avade,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506485,,"[""space"",""return""]","[0.34140999999362975,0.506485000019893]",0,7,7,7,1,,,,,,,
,,,,,nevetu,шашлык,nevetu.wav,шашлык,копилка,стрела,green,black,black,nevetu = шашлык?,1,vantimu,пистолет,makevu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64395,,"[""space"",""return""]","[0.31252000003587455,0.643949999997858]",0,8,8,8,1,,,,,,,
,,,,,potabu,маяк,potabu.wav,маяк,клубок,наперсток,green,black,black,potabu = маяк?,1,kambipu,колокол,derene,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54338,,"[""space"",""return""]","[0.4182499999878928,0.5433799999882467]",0,9,9,9,1,,,,,,,
,,,,,felkure,веер,felkure.wav,шприц,веер,костюм,black,green,black,felkure = веер?,1,apokte,костюм,farimu,0,2020-05-12_16h38.17.202,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575615,,"[""space"",""return""]","[0.42981000000145286,0.5756149999797344]",0,10,10,10,1,,,,,,,
