trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,recall_test_rt,recall_test_text,key_resp_4.keys,key_resp_4.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
,,,,,enkade,точилка,enkade.wav,шашлык,свисток,точилка,black,black,green,enkade = точилка?,1,takuru,маяк,larantu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""n"",""v"",""e"",""d"",""e"",""return""]","[1.3682349999435246,2.1954999999143183,2.67854499979876,2.977710000006482,3.2323299997951835,3.3852699999697506,3.967255000025034]",3.967255,envede,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,adiste,костюм,adiste.wav,маяк,гранат,костюм,black,black,green,adiste = хобот?,0,kaltane,стрела,sevade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""d"",""i"",""s"",""t"",""e"",""return""]","[1.4765550000593066,1.7273999999742955,2.108714999863878,2.4261999998707324,3.332315000006929,3.629969999892637,4.889414999866858]",4.889415,adiste,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,madide,домино,madide.wav,стрела,колокол,домино,black,black,green,madide = флаг?,0,devinde,стол,senkide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""a"",""d"",""i"",""d"",""e"",""return""]","[1.842685000039637,2.0136949999723583,2.4183650000486523,2.5918600000441074,2.6979099998716265,2.8422900000587106,3.3946950000245124]",3.394695,madide,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,devinde,стол,devinde.wav,компас,намордник,стол,black,black,green,devinde = костюм?,0,senkide,мяч,maviru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""d"",""e"",""v"",""e"",""n"",""e"",""return""]","[1.3026700001209974,1.4783850000239909,1.7507700000423938,1.963884999975562,2.2359150000847876,2.5142200000118464,2.9841250001918525]",2.984125,devene,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,1,1,1,1,11:20,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,dinrase,гвоздь,dinrase.wav,гвоздь,самолет,клубок,green,black,black,dinrase = гвоздь?,1,akastu,ведро,aderu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,enkontu,гранат,enkontu.wav,шашлык,удочка,гранат,black,black,green,enkontu = гранат?,1,beskadu,колбаса,enkalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,feranu,наперсток,feranu.wav,маяк,коридор,наперсток,black,black,green,feranu = наперсток?,1,nukene,колокол,enkontu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,lornitu,микрофон,lornitu.wav,микрофон,пальма,стрела,green,black,black,lornitu = терка?,0,madide,домино,devinde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,savere,шашлык,savere.wav,шашлык,копилка,стрела,green,black,black,savere = шашлык?,1,vembare,удочка,tanibu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,pikide,намордник,pikide.wav,намордник,мельница,домино,green,black,black,pikide = микрофон?,0,mugalu,качели,dinrase,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,mugalu,качели,mugalu.wav,пистолет,самолет,качели,black,black,green,mugalu = качели?,1,dinrase,гвоздь,akastu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,kanvidu,клубок,kanvidu.wav,компас,клубок,ведро,black,green,black,kanvidu = аквариум?,0,enkade,точилка,takuru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,dinrase,гвоздь,dinrase.wav,гвоздь,самолет,клубок,green,black,black,dinrase = гвоздь?,1,akastu,ведро,aderu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,1.91798,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkontu,гранат,enkontu.wav,шашлык,удочка,гранат,black,black,green,enkontu = гранат?,1,beskadu,колбаса,enkalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,1.937655,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,feranu,наперсток,feranu.wav,маяк,коридор,наперсток,black,black,green,feranu = наперсток?,1,nukene,колокол,enkontu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,1.85261,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lornitu,микрофон,lornitu.wav,микрофон,пальма,стрела,green,black,black,lornitu = терка?,0,madide,домино,devinde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,left,1.541,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,savere,шашлык,savere.wav,шашлык,копилка,стрела,green,black,black,savere = шашлык?,1,vembare,удочка,tanibu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,left,2.07274,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pikide,намордник,pikide.wav,намордник,мельница,домино,green,black,black,pikide = микрофон?,0,mugalu,качели,dinrase,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,left,1.95468,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mugalu,качели,mugalu.wav,пистолет,самолет,качели,black,black,green,mugalu = качели?,1,dinrase,гвоздь,akastu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,1.60652,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kanvidu,клубок,kanvidu.wav,компас,клубок,ведро,black,green,black,kanvidu = аквариум?,0,enkade,точилка,takuru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,down,1.74646,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vembare,удочка,vembare.wav,удочка,утюг,мяч,green,black,black,vembare = удочка?,1,tanibu,хобот,trokele,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,left,1.447955,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,dinrase,гвоздь,dinrase.wav,гвоздь,самолет,клубок,green,black,black,dinrase = гвоздь?,1,akastu,ведро,aderu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""n"",""r"",""u"",""s"",""e"",""backspace"",""backspace"",""backspace"",""a""]","[3.382084999931976,3.7211349999997765,4.631349999923259,5.535015000030398,5.701164999976754,5.8951250000391155,6.136449999874458,6.283490000059828,6.412534999893978,6.7108899999875575]",7,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enkontu,гранат,enkontu.wav,шашлык,удочка,гранат,black,black,green,enkontu = гранат?,1,beskadu,колбаса,enkalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""n"",""b"",""backspace"",""c"",""e"",""l"",""o"",""return""]","[1.4395399999339134,1.9145500001031905,3.3305800000671297,3.82433500001207,4.01435499987565,4.173190000001341,4.487045000074431,4.665349999908358,5.284704999998212]",5.284705,encelo,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,feranu,наперсток,feranu.wav,маяк,коридор,наперсток,black,black,green,feranu = наперсток?,1,nukene,колокол,enkontu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""f"",""a"",""r"",""i"",""n"",""e"",""return""]","[2.1120000001974404,2.3787850001826882,2.652605000184849,2.8449950001668185,3.0710650000255555,3.1991900000721216,3.6367400002200156]",3.63674,farine,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lornitu,микрофон,lornitu.wav,микрофон,пальма,стрела,green,black,black,lornitu = терка?,0,madide,домино,devinde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""p"",""backspace"",""l"",""o"",""t"",""r"",""backspace"",""i"",""n"",""m"",""e"",""return""]","[1.716224999865517,2.5264549998100847,2.909504999872297,3.109754999866709,3.4768099999055266,4.609159999992698,4.725954999914393,5.348269999958575,5.559489999897778,5.842784999869764,5.862074999837205,6.523699999786913]",6.5237,lotinme,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,savere,шашлык,savere.wav,шашлык,копилка,стрела,green,black,black,savere = шашлык?,1,vembare,удочка,tanibu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""s"",""e"",""v"",""e"",""r"",""e"",""return""]","[1.1948549998924136,1.3775750000495464,1.7105449999216944,2.666484999936074,2.8979599999729544,3.335315000033006,3.948134999955073]",3.948135,severe,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,pikide,намордник,pikide.wav,намордник,мельница,домино,green,black,black,pikide = микрофон?,0,mugalu,качели,dinrase,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""p"",""i"",""k"",""i"",""d"",""e"",""return""]","[1.527605000184849,1.909270000178367,2.1091150001157075,2.2612150001805276,2.4651200000662357,2.6321250000037253,3.116860000183806]",3.11686,pikide,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,mugalu,качели,mugalu.wav,пистолет,самолет,качели,black,black,green,mugalu = качели?,1,dinrase,гвоздь,akastu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""m"",""u"",""d"",""backspace"",""g"",""a"",""l"",""u"",""return""]","[1.5951400001067668,2.244545000139624,2.529145000036806,3.128135000122711,3.3779100000392646,3.703459999989718,4.037110000150278,4.229350000154227,4.650375000201166]",4.650375,mugalu,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kanvidu,клубок,kanvidu.wav,компас,клубок,ведро,black,green,black,kanvidu = аквариум?,0,enkade,точилка,takuru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""k"",""i"",""n"",""v"",""a"",""r"",""e"",""return""]","[1.7112549999728799,1.944205000065267,2.59355999995023,3.1339549999684095,3.327915000030771,3.6939199999906123,3.9681850001215935,4.396480000112206]",4.39648,kinvare,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,vembare,удочка,vembare.wav,удочка,утюг,мяч,green,black,black,vembare = удочка?,1,tanibu,хобот,trokele,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""v"",""e"",""m"",""b"",""a"",""r"",""e"",""return""]","[1.7697599998209625,2.015529999975115,2.397510000038892,3.4262099999468774,3.5678749999497086,3.809415000025183,3.9332649998832494,4.273989999899641]",4.27399,vembare,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,0,2,2,2,1,21:30,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,tevone,копилка,tevone.wav,шашлык,копилка,веер,black,green,black,tevone = клубок?,0,favatu,одуванчик,ovarde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,enveku,шприц,enveku.wav,одуванчик,флаг,шприц,black,black,green,enveku = шприц?,1,venkere,аквариум,abadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,larantu,веер,larantu.wav,веер,костюм,шприц,green,black,black,larantu = намордник?,0,adiste,костюм,kaltane,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,trokele,терка,trokele.wav,терка,домино,качели,green,black,black,trokele = ремень?,0,sulvidu,компас,enveku,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,favatu,одуванчик,favatu.wav,одуванчик,компас,гвоздь,green,black,black,favatu = одуванчик?,1,ovarde,коридор,feranu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,erfate,самолет,erfate.wav,самолет,наперсток,конверт,green,black,black,erfate = самолет?,1,renape,кроссворд,kanvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,sulvidu,компас,sulvidu.wav,клубок,костыль,компас,black,black,green,sulvidu = компас?,1,enveku,шприц,venkere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = конверт?,0,trokele,терка,sulvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tevone,копилка,tevone.wav,шашлык,копилка,веер,black,green,black,tevone = клубок?,0,favatu,одуванчик,ovarde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,down,1.669025,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enveku,шприц,enveku.wav,одуванчик,флаг,шприц,black,black,green,enveku = шприц?,1,venkere,аквариум,abadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,1.790285,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,larantu,веер,larantu.wav,веер,костюм,шприц,green,black,black,larantu = намордник?,0,adiste,костюм,kaltane,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,down,2.13024,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,trokele,терка,trokele.wav,терка,домино,качели,green,black,black,trokele = ремень?,0,sulvidu,компас,enveku,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,left,1.895605,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,favatu,одуванчик,favatu.wav,одуванчик,компас,гвоздь,green,black,black,favatu = одуванчик?,1,ovarde,коридор,feranu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,left,1.788185,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,erfate,самолет,erfate.wav,самолет,наперсток,конверт,green,black,black,erfate = самолет?,1,renape,кроссворд,kanvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,left,2.205365,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sulvidu,компас,sulvidu.wav,клубок,костыль,компас,black,black,green,sulvidu = компас?,1,enveku,шприц,venkere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,2.320155,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = конверт?,0,trokele,терка,sulvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,1.55904,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abadu,костыль,abadu.wav,кроссворд,пальма,костыль,black,black,green,abadu = домино?,0,invaltu,флаг,tivere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,right,1.955275,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tevone,копилка,tevone.wav,шашлык,копилка,веер,black,green,black,tevone = клубок?,0,favatu,одуванчик,ovarde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""n"",""x"",""backspace"",""v"",""e"",""l"",""o"",""return""]","[1.754549999954179,2.011075000045821,2.6774949999526143,3.4939399999566376,3.6602050000801682,3.8188849999569356,4.211565000005066,4.381589999888092,4.940935000078753]",4.940935,envelo,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,enveku,шприц,enveku.wav,одуванчик,флаг,шприц,black,black,green,enveku = шприц?,1,venkere,аквариум,abadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""n"",""v"",""e"",""k"",""i"",""backspace"",""o"",""return""]","[1.34546500002034,2.0913350000046194,2.3996349999215454,2.6450700000859797,3.311204999918118,3.4750200000125915,4.45827000006102,4.741450000088662,5.265755000058562]",5.265755,enveko,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,larantu,веер,larantu.wav,веер,костюм,шприц,green,black,black,larantu = намордник?,0,adiste,костюм,kaltane,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""l"",""a"",""r"",""u"",""t"",""e"",""return""]","[1.3353550001047552,2.133140000049025,2.4769850000739098,2.6454400001093745,3.2275050000753254,3.993595000123605,5.543724999995902]",5.543725,larute,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,trokele,терка,trokele.wav,терка,домино,качели,green,black,black,trokele = ремень?,0,sulvidu,компас,enveku,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""t"",""o"",""r"",""a"",""k"",""e"",""return""]","[3.212580000050366,3.781840000068769,4.160810000030324,4.435664999997243,4.610055000055581,4.748954999959096,5.20022500003688]",5.200225,torake,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,favatu,одуванчик,favatu.wav,одуванчик,компас,гвоздь,green,black,black,favatu = одуванчик?,1,ovarde,коридор,feranu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""f"",""l"",""a"",""v"",""a"",""t"",""u"",""return""]","[1.5508099999278784,1.7955099998507649,1.9616499999538064,2.378359999973327,2.678139999974519,3.035954999970272,3.4127549999393523,3.8987199999392033]",3.89872,flavatu,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,erfate,самолет,erfate.wav,самолет,наперсток,конверт,green,black,black,erfate = самолет?,1,renape,кроссворд,kanvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""e"",""r"",""v"",""a"",""t"",""e"",""return""]","[1.1787550000008196,1.3631949999835342,1.8334000001195818,2.211009999969974,2.677519999910146,2.9202099998947233,3.7757800000254065]",3.77578,ervate,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,sulvidu,компас,sulvidu.wav,клубок,костыль,компас,black,black,green,sulvidu = компас?,1,enveku,шприц,venkere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""s"",""i"",""v"",""i"",""d"",""e"",""backspace"",""u"",""return""]","[1.7947199998889118,2.2274999998044223,2.5493149999529123,2.68730999995023,2.843929999973625,2.9809049998875707,3.7621799998451024,4.093664999818429,4.507259999867529]",4.50726,sividu,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = конверт?,0,trokele,терка,sulvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""t"",""o"",""k"",""a"",""r"",""e"",""return""]","[2.0768899999093264,2.4504450000822544,3.1098249999340624,3.9095050001051277,4.195659999968484,4.32875999994576,4.729104999918491]",4.729105,tokare,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abadu,костыль,abadu.wav,кроссворд,пальма,костыль,black,black,green,abadu = домино?,0,invaltu,флаг,tivere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,"[""a"",""b"",""a"",""d"",""u"",""return""]","[1.3447900000028312,2.0150099999736995,2.142045000102371,2.3654899999964982,2.8087750000413507,3.1627400000579655]",3.16274,abadu,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,invaltu,флаг,invaltu.wav,ремень,флаг,стрела,black,green,black,invaltu = колокол?,0,tivere,конверт,erfate,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,return,127.788055,right,2.424135,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,panabu,свисток,panabu.wav,свисток,пальма,стол,green,black,black,panabu = свисток?,1,savere,шашлык,vembare,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,2.08328,0,1,1,1,1,,,,,,,,,,,,,,,,
,,,,,kaltane,стрела,kaltane.wav,костюм,стрела,колбаса,black,green,black,kaltane = стрела?,1,sevade,утюг,tevone,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.449,0,2,2,2,1,,,,,,,,,,,,,,,,
,,,,,aderu,пистолет,aderu.wav,пистолет,одуванчик,микрофон,green,black,black,aderu = пистолет?,1,panabu,свисток,savere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.08599,0,3,3,3,1,,,,,,,,,,,,,,,,
,,,,,enkalu,пальма,enkalu.wav,шприц,пальма,свисток,black,green,black,enkalu = пальма?,1,pakanu,мельница,lornitu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.48021,0,4,4,4,1,,,,,,,,,,,,,,,,
,,,,,senkide,мяч,senkide.wav,мяч,гранат,терка,green,black,black,senkide = стол?,0,maviru,ремень,pentave,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.545935,0,5,5,5,1,,,,,,,,,,,,,,,,
,,,,,akastu,ведро,akastu.wav,костыль,костюм,ведро,black,black,green,akastu = ведро?,1,aderu,пистолет,panabu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3632,0,6,6,6,1,,,,,,,,,,,,,,,,
,,,,,takuru,маяк,takuru.wav,наперсток,маяк,клубок,black,green,black,takuru = маяк?,1,larantu,веер,adiste,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7155,0,7,7,7,1,,,,,,,,,,,,,,,,
,,,,,pakanu,мельница,pakanu.wav,мельница,аквариум,ремень,green,black,black,pakanu = мельница?,1,lornitu,микрофон,madide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.945575,0,8,8,8,1,,,,,,,,,,,,,,,,
,,,,,beskadu,колбаса,beskadu.wav,качели,хобот,колбаса,black,black,green,beskadu = колбаса?,1,enkalu,пальма,pakanu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.438395,0,9,9,9,1,,,,,,,,,,,,,,,,
,,,,,venkere,аквариум,venkere.wav,аквариум,свисток,конверт,green,black,black,venkere = мяч?,0,abadu,костыль,invaltu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,2.18278,0,10,10,10,1,,,,,,,,,,,,,,,,
,,,,,renape,кроссворд,renape.wav,кроссворд,гвоздь,мельница,green,black,black,renape = кроссворд?,1,kanvidu,клубок,enkade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.696255,0,11,11,11,1,,,,,,,,,,,,,,,,
,,,,,ovarde,коридор,ovarde.wav,роза,коридор,удочка,black,green,black,ovarde = коридор?,1,feranu,наперсток,nukene,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.03921,0,12,12,12,1,,,,,,,,,,,,,,,,
,,,,,nukene,колокол,nukene.wav,микрофон,колокол,веер,black,green,black,nukene = копилка?,0,enkontu,гранат,beskadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.84613,0,13,13,13,1,,,,,,,,,,,,,,,,
,,,,,tivere,конверт,tivere.wav,мяч,компас,конверт,black,black,green,tivere = костыль?,0,erfate,самолет,renape,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.190095,0,14,14,14,1,,,,,,,,,,,,,,,,
